source,destination,distance_km,days_to_departure,day_of_week,demand_index,price_inr
Bangalore,Hyderabad,2188.21,2,0,0.94,18260
Kolkata,Mumbai,1765.62,29,1,0.96,7135
Hyderabad,Delhi,2465.21,1,3,1.27,17957
Bangalore,Pune,2326.06,15,2,1.06,12195
Bangalore,Mumbai,1038.23,71,3,0.95,4199
Bangalore,Mumbai,2450.73,1,6,0.88,17222
Goa,Pune,1944.29,9,1,1.32,14120
Bangalore,Chennai,2863.0,6,5,0.74,15805
Bangalore,Goa,2824.14,46,5,1.41,17816
Kolkata,Mumbai,2263.0,5,1,1.21,18474
Kolkata,Goa,2539.39,46,4,1.0,12050
Delhi,Pune,1744.7,1,5,1.06,11958
Pune,Kolkata,1087.56,25,5,1.45,7479
Pune,Kolkata,2756.67,2,6,1.12,25660
Bangalore,Chennai,1046.96,0,4,1.07,7311
Delhi,Bangalore,2439.77,40,5,1.15,12515
Hyderabad,Chennai,392.24,7,6,0.92,2000
Bangalore,Kolkata,1397.05,16,1,0.83,6295
Bangalore,Mumbai,2350.41,4,6,1.04,20991
Chennai,Hyderabad,434.03,7,0,0.9,4555
Mumbai,Bangalore,1930.59,90,0,0.73,6242
Delhi,Hyderabad,1263.57,15,6,0.92,8343
Delhi,Goa,1812.0,26,4,1.17,10768
Chennai,Bangalore,1299.15,24,6,0.97,6669
Bangalore,Delhi,2329.05,63,5,0.95,8661
Kolkata,Goa,2663.99,139,3,1.34,13296
Chennai,Goa,1734.0,24,4,1.18,9994
Pune,Bangalore,300.14,50,0,1.24,3129
Bangalore,Mumbai,2337.64,128,2,1.15,9025
Hyderabad,Chennai,277.88,20,2,1.18,2000
Goa,Bangalore,362.49,37,3,0.82,2484
Hyderabad,Goa,2607.06,18,1,1.17,16915
Chennai,Mumbai,1304.25,54,5,0.71,4190
Delhi,Mumbai,2026.5,57,5,1.07,9708
Pune,Goa,2918.92,92,6,1.17,15251
Chennai,Mumbai,1388.67,61,0,1.27,8547
Kolkata,Chennai,2759.19,59,3,0.78,9536
Bangalore,Pune,893.89,35,0,1.09,5568
Hyderabad,Kolkata,2492.62,45,4,0.56,6344
Kolkata,Goa,335.96,16,1,1.07,2708
Mumbai,Pune,2307.38,12,4,1.03,12014
Chennai,Hyderabad,2650.76,5,3,0.83,14763
Pune,Delhi,597.99,57,2,1.33,2232
Bangalore,Goa,1246.73,87,5,0.97,5488
Delhi,Bangalore,1936.58,3,4,1.33,16897
Chennai,Bangalore,1654.26,5,6,1.02,15402
Chennai,Hyderabad,2189.22,6,4,1.07,15262
Chennai,Hyderabad,247.58,8,1,0.82,2000
Kolkata,Chennai,1379.06,48,4,0.79,5384
Kolkata,Mumbai,1300.11,20,0,1.14,10743
Delhi,Kolkata,1132.17,66,4,0.81,3866
Delhi,Chennai,1203.38,10,4,1.26,9194
Kolkata,Bangalore,2437.91,13,1,0.7,8787
Chennai,Goa,1261.88,2,3,0.9,6778
Kolkata,Chennai,2768.81,58,3,1.21,14123
Bangalore,Kolkata,2295.84,0,2,0.83,12894
Kolkata,Chennai,2919.77,72,1,0.99,9879
Chennai,Kolkata,1618.36,8,6,1.5,15455
Chennai,Kolkata,1465.82,134,6,1.16,8271
Kolkata,Goa,2120.76,9,2,1.11,10676
Goa,Pune,1387.18,0,0,1.05,11935
Goa,Hyderabad,2942.37,4,6,1.08,27383
Goa,Pune,1843.73,71,5,1.06,7800
Pune,Hyderabad,2642.4,6,6,0.76,16710
Mumbai,Hyderabad,1109.56,34,3,1.35,6304
Chennai,Bangalore,282.25,37,4,1.26,2372
Hyderabad,Mumbai,1722.07,2,3,1.12,10047
Mumbai,Bangalore,970.26,22,2,0.88,3212
Pune,Goa,1497.51,0,3,1.11,11120
Hyderabad,Goa,2050.15,12,5,1.26,15233
Hyderabad,Bangalore,998.23,41,3,0.85,3053
Delhi,Goa,2304.4,19,5,0.94,10812
Goa,Delhi,1529.02,5,0,1.1,14091
Delhi,Goa,2979.91,6,2,0.71,13211
Kolkata,Goa,2303.53,26,1,0.96,10413
Goa,Hyderabad,796.0,7,1,0.61,3647
Pune,Hyderabad,455.07,93,6,1.08,2474
Mumbai,Kolkata,1757.32,87,1,0.89,4707
Hyderabad,Chennai,1334.1,2,5,1.03,11241
Kolkata,Hyderabad,989.16,36,6,0.93,6535
Chennai,Bangalore,2198.17,44,6,1.37,16899
Chennai,Goa,797.15,5,4,1.12,4556
Goa,Hyderabad,1577.44,151,0,0.97,7051
Bangalore,Kolkata,2678.73,14,5,0.7,10552
Delhi,Pune,431.81,21,1,1.24,2000
Delhi,Pune,1669.12,132,3,1.29,7037
Kolkata,Mumbai,2810.61,82,3,0.99,9076
Goa,Mumbai,412.99,81,2,0.99,2986
Delhi,Mumbai,2998.2,58,1,1.24,17215
Hyderabad,Pune,1049.61,39,2,1.16,4102
Hyderabad,Goa,717.23,20,5,0.74,2000
Pune,Chennai,213.25,18,4,1.22,2000
Hyderabad,Delhi,683.23,80,1,1.25,4016
Mumbai,Hyderabad,2912.95,42,3,0.5,6182
Mumbai,Hyderabad,1345.48,15,5,1.25,9235
Hyderabad,Goa,2562.05,23,1,1.14,11875
Hyderabad,Chennai,376.9,11,6,1.11,2000
Delhi,Pune,2208.38,53,1,0.86,7038
Mumbai,Pune,2319.64,27,0,0.66,9208
Pune,Kolkata,2374.79,22,4,1.0,9648
Goa,Pune,2461.23,26,1,1.35,15361
Mumbai,Hyderabad,2898.93,66,1,0.98,11654
Bangalore,Goa,2146.68,17,5,0.93,11795
Goa,Hyderabad,692.81,15,0,1.21,4227
Kolkata,Pune,1152.88,11,1,0.82,5549
Kolkata,Mumbai,2365.56,21,4,1.56,18726
Kolkata,Chennai,1534.56,12,6,1.05,10737
Kolkata,Bangalore,2341.2,42,0,1.21,18433
Goa,Kolkata,2976.75,7,1,1.23,20938
Kolkata,Bangalore,681.13,78,3,1.0,2485
Mumbai,Kolkata,2309.76,51,6,1.02,11632
Chennai,Bangalore,442.32,21,1,0.9,2000
Goa,Hyderabad,1540.18,3,2,0.97,8431
Mumbai,Delhi,2216.34,13,6,1.15,16512
Goa,Kolkata,2805.97,6,3,0.87,15110
Kolkata,Delhi,618.46,86,5,0.72,2714
Chennai,Kolkata,591.48,46,6,1.09,2546
Bangalore,Delhi,1143.65,26,0,1.36,9150
Pune,Goa,2347.1,36,0,1.31,17362
Kolkata,Delhi,2033.94,8,0,1.06,15595
Kolkata,Delhi,735.04,65,1,0.88,2000
Chennai,Hyderabad,986.61,15,6,1.1,7222
Pune,Kolkata,1952.62,0,3,1.02,12552
Hyderabad,Pune,2818.69,33,3,1.25,13863
Goa,Kolkata,246.38,113,5,0.85,2000
Hyderabad,Bangalore,1046.86,53,1,1.19,6263
Chennai,Kolkata,1938.03,5,2,1.13,13432
Bangalore,Goa,2506.94,6,4,0.78,13731
Chennai,Bangalore,2232.32,4,4,1.08,18028
Mumbai,Bangalore,1889.04,28,4,0.56,5195
Chennai,Goa,791.44,35,0,1.01,4941
Hyderabad,Pune,1828.63,33,2,1.1,6486
Mumbai,Bangalore,1128.54,15,3,1.23,5606
Goa,Hyderabad,2079.06,1,5,0.5,7817
Pune,Chennai,1518.89,61,6,0.73,4675
Goa,Delhi,598.51,26,5,0.69,2000
Mumbai,Bangalore,1677.66,6,1,1.12,11915
Bangalore,Mumbai,1110.71,25,3,1.02,6090
Kolkata,Delhi,1803.73,127,1,0.87,5563
Hyderabad,Kolkata,1009.29,6,4,0.8,6889
Kolkata,Chennai,1214.42,45,5,0.95,5482
Mumbai,Hyderabad,1573.68,0,1,0.99,10080
Bangalore,Goa,2458.66,18,1,0.86,12082
Bangalore,Chennai,2260.33,32,3,1.09,11477
Bangalore,Delhi,2851.81,6,4,0.75,14820
Delhi,Kolkata,2069.09,0,0,0.95,16459
Mumbai,Chennai,1736.4,16,5,1.04,9712
Pune,Delhi,2933.26,41,3,0.83,11973
Pune,Goa,2352.62,65,5,0.89,6632
Hyderabad,Kolkata,1216.59,84,0,0.79,4700
Mumbai,Pune,2485.05,33,4,1.03,11945
Goa,Bangalore,2762.82,44,5,0.85,9354
Delhi,Mumbai,999.58,41,6,1.0,6419
Goa,Kolkata,2539.1,8,3,1.08,11854
Chennai,Hyderabad,1433.34,23,0,0.99,6226
Hyderabad,Delhi,1603.29,25,5,0.89,7354
Delhi,Hyderabad,735.87,23,2,0.99,2000
Chennai,Kolkata,965.63,50,2,1.36,5817
Hyderabad,Kolkata,800.1,1,1,1.0,5056
Chennai,Mumbai,1632.21,25,4,1.09,7131
Goa,Pune,1903.13,30,2,1.15,8507
Chennai,Bangalore,903.18,15,2,1.04,5002
Delhi,Goa,1195.87,0,1,0.93,7497
Mumbai,Bangalore,1124.33,11,4,0.95,6789
Kolkata,Hyderabad,2446.67,7,3,0.99,12575
Goa,Hyderabad,2759.22,3,5,1.15,20704
Bangalore,Delhi,524.22,12,6,1.02,4913
Goa,Hyderabad,1076.43,12,6,0.8,6454
Delhi,Goa,1776.48,30,0,1.04,9567
Hyderabad,Kolkata,1886.1,7,2,1.17,11644
Goa,Mumbai,481.17,7,2,1.0,2362
Mumbai,Bangalore,1841.14,46,3,1.08,9186
Delhi,Mumbai,392.02,58,6,0.86,2786
Delhi,Chennai,1765.02,14,5,1.1,9225
Delhi,Bangalore,2757.37,29,5,0.71,10270
Hyderabad,Mumbai,1811.64,33,5,1.05,7901
Goa,Kolkata,1426.46,20,6,0.96,8906
Mumbai,Hyderabad,232.11,11,1,0.89,2000
Bangalore,Pune,2539.62,95,4,1.41,12329
Hyderabad,Mumbai,1573.11,72,0,0.93,6749
Chennai,Delhi,2475.79,2,1,0.97,17128
Bangalore,Mumbai,1775.11,85,6,1.02,8386
Mumbai,Pune,796.95,61,0,1.21,4166
Hyderabad,Kolkata,1755.88,14,5,0.76,7599
Goa,Chennai,497.41,35,1,1.29,2000
Bangalore,Goa,291.91,7,0,1.27,2458
Hyderabad,Mumbai,1402.11,20,0,1.05,10373
Goa,Mumbai,2528.09,1,0,1.24,25572
Bangalore,Pune,2070.89,31,1,1.2,10205
Chennai,Delhi,366.0,11,4,1.17,2000
Pune,Kolkata,2217.8,4,3,1.03,13190
Kolkata,Pune,2055.7,27,4,0.87,7055
Delhi,Pune,256.46,26,3,0.83,2000
Goa,Pune,1733.2,102,2,1.12,6798
Delhi,Bangalore,2312.7,55,6,0.79,10845
Goa,Pune,967.44,3,5,1.26,7137
Kolkata,Bangalore,2292.02,49,6,1.24,16316
Delhi,Goa,1911.32,71,2,1.34,9226
Chennai,Bangalore,1389.59,11,2,0.83,5230
Goa,Mumbai,1853.74,50,5,0.78,8408
Mumbai,Kolkata,2517.55,35,3,0.98,10997
Chennai,Goa,1931.07,23,6,0.83,10203
Pune,Bangalore,596.65,121,0,0.9,3959
Mumbai,Chennai,1936.83,18,6,1.22,15928
Goa,Delhi,1085.35,6,6,0.89,7560
Goa,Pune,1293.5,2,4,1.05,8550
Delhi,Kolkata,2826.83,102,3,1.36,15384
Goa,Mumbai,1514.36,10,5,0.83,7641
Mumbai,Bangalore,2905.04,98,3,1.25,13818
Goa,Mumbai,538.69,14,1,1.03,2000
Goa,Mumbai,2350.38,11,4,1.25,17169
Goa,Kolkata,1864.59,29,6,0.9,8415
Mumbai,Delhi,1308.34,14,6,0.77,6817
Kolkata,Mumbai,642.78,68,6,1.45,3475
Chennai,Mumbai,2207.04,4,1,0.92,16225
Hyderabad,Delhi,1156.4,40,6,1.24,8322
Kolkata,Hyderabad,1293.34,1,1,1.39,13702
Mumbai,Chennai,2363.6,0,2,1.36,18365
Hyderabad,Delhi,2349.12,6,0,0.81,15964
Goa,Mumbai,1122.28,97,4,1.04,5929
Chennai,Delhi,555.25,37,0,1.08,3391
Bangalore,Hyderabad,958.43,8,5,1.01,5702
Kolkata,Goa,1993.89,2,6,1.42,24307
Pune,Kolkata,822.85,35,6,1.19,4332
Pune,Goa,1548.8,43,1,0.94,5762
Bangalore,Mumbai,2798.32,16,4,1.05,16219
Pune,Kolkata,2832.9,60,5,0.77,9690
Mumbai,Delhi,2451.25,25,1,1.08,11458
Goa,Bangalore,2981.46,21,4,1.01,12482
Chennai,Goa,1130.99,21,3,1.34,5839
Hyderabad,Pune,556.99,7,5,0.92,3923
Bangalore,Delhi,2297.16,145,6,0.88,9045
Kolkata,Goa,719.9,30,1,0.97,3474
Pune,Kolkata,2102.78,42,4,1.06,10079
Chennai,Bangalore,1141.95,7,5,0.76,4483
Pune,Delhi,219.92,9,3,0.81,2000
Goa,Hyderabad,323.93,4,4,1.17,2400
Pune,Mumbai,2224.28,4,5,0.87,13179
Chennai,Goa,2751.66,24,4,1.07,14144
Bangalore,Kolkata,559.5,32,0,0.83,2713
Delhi,Chennai,2412.99,9,0,0.93,14764
Goa,Mumbai,976.62,10,1,0.66,2394
Goa,Bangalore,1187.08,18,2,1.13,6230
Pune,Mumbai,2470.17,34,2,1.05,12333
Kolkata,Pune,1825.76,17,4,0.75,7966
Mumbai,Delhi,270.42,1,1,1.04,2000
Kolkata,Bangalore,1879.32,20,5,0.93,7929
Goa,Hyderabad,392.69,22,4,1.39,3729
Goa,Mumbai,2854.48,165,6,1.07,14270
Bangalore,Kolkata,1899.61,7,3,1.14,10426
Bangalore,Kolkata,2728.46,26,0,1.13,17141
Delhi,Bangalore,668.66,7,4,0.89,4363
Pune,Mumbai,1011.55,6,0,1.32,11068
Chennai,Pune,1309.76,18,3,0.61,4234
Kolkata,Mumbai,1485.32,7,3,0.5,5478
Hyderabad,Chennai,235.06,33,3,0.77,2000
Bangalore,Pune,2978.92,57,0,1.08,17624
Bangalore,Mumbai,1826.88,78,6,1.13,9057
Bangalore,Kolkata,1755.67,9,3,1.1,9965
Chennai,Hyderabad,776.77,57,2,0.97,2121
Goa,Kolkata,665.08,42,3,0.58,3083
Mumbai,Chennai,1720.63,134,0,1.06,9414
Kolkata,Delhi,2995.75,22,5,0.93,14560
Delhi,Mumbai,2906.44,32,6,1.06,16442
Bangalore,Chennai,707.68,0,3,1.0,3176
Delhi,Kolkata,2320.0,0,4,0.88,11496
Goa,Bangalore,1952.57,22,0,0.88,8170
Hyderabad,Bangalore,2266.72,51,6,0.86,10281
Kolkata,Delhi,405.1,8,4,1.01,2000
Chennai,Pune,2588.88,6,5,0.79,14616
Bangalore,Kolkata,1319.3,16,3,0.81,5336
Chennai,Bangalore,2407.28,16,1,1.09,13426
Pune,Bangalore,2995.58,2,2,1.07,21274
Mumbai,Hyderabad,2026.6,48,1,0.79,7684
Bangalore,Delhi,761.36,28,5,1.15,2137
Delhi,Chennai,2624.48,1,0,1.24,28135
Hyderabad,Bangalore,1671.93,0,2,1.05,11273
Kolkata,Chennai,1931.73,42,2,1.27,9875
Delhi,Mumbai,2619.22,22,3,1.38,15976
Kolkata,Pune,1488.75,27,2,1.3,5458
Delhi,Chennai,2947.47,19,4,0.98,15400
Pune,Kolkata,2828.1,14,5,1.03,16819
Mumbai,Hyderabad,2091.64,3,6,1.05,19126
Bangalore,Kolkata,1055.55,33,0,0.77,5923
Pune,Delhi,2708.25,72,4,1.09,11245
Hyderabad,Bangalore,2762.02,17,1,1.23,20051
Pune,Mumbai,531.93,34,2,0.96,2000
Pune,Hyderabad,1597.58,29,1,0.95,4897
Mumbai,Pune,2905.95,16,2,0.79,11861
Goa,Pune,375.94,78,4,0.85,2359
Chennai,Bangalore,1602.67,128,3,1.24,5434
Kolkata,Pune,795.11,35,1,1.21,4283
Kolkata,Chennai,342.97,14,1,0.62,2000
Goa,Pune,2342.6,12,3,1.13,11195
Hyderabad,Kolkata,1444.46,40,3,0.73,3013
Kolkata,Chennai,2284.83,12,6,0.77,10693
Kolkata,Pune,1441.39,8,2,0.81,4402
Bangalore,Chennai,265.85,13,3,0.73,2000
Mumbai,Hyderabad,2229.93,34,5,0.8,7875
Chennai,Goa,1946.48,12,0,1.03,15334
Hyderabad,Bangalore,1751.1,85,6,1.24,10137
Hyderabad,Delhi,1689.87,6,4,0.86,10542
Chennai,Delhi,2220.52,3,3,0.86,11098
Mumbai,Goa,2772.65,50,0,0.78,12340
Mumbai,Pune,2651.33,2,0,0.97,20727
Bangalore,Pune,2970.42,8,0,0.98,19931
Bangalore,Kolkata,1210.7,7,4,0.75,5296
Chennai,Delhi,2694.39,77,3,0.96,9940
Goa,Pune,1409.27,1,1,1.29,10287
Pune,Delhi,2502.26,25,3,0.98,10832
Bangalore,Pune,350.32,92,4,0.92,3031
Mumbai,Delhi,259.22,29,3,1.35,2000
Delhi,Goa,2646.79,11,3,0.93,13114
Pune,Chennai,1784.19,19,4,1.05,10809
Mumbai,Kolkata,444.15,8,2,0.72,2030
Kolkata,Goa,2850.15,22,1,1.03,13040
Hyderabad,Goa,2320.72,30,1,0.89,9638
Pune,Mumbai,2233.36,59,3,0.83,8958
Mumbai,Kolkata,438.55,56,5,0.54,2000
Bangalore,Hyderabad,710.53,64,3,1.35,2369
Delhi,Bangalore,725.29,18,2,0.78,2000
Kolkata,Goa,486.87,40,1,1.13,2068
Goa,Kolkata,1448.5,12,5,0.5,3823
Pune,Kolkata,385.19,1,6,1.01,2000
Hyderabad,Mumbai,2682.05,51,2,1.05,11474
Pune,Kolkata,773.96,23,5,0.92,4371
Kolkata,Hyderabad,2913.16,49,1,0.99,14897
Hyderabad,Chennai,796.59,79,2,0.84,2000
Mumbai,Pune,1014.95,9,1,0.76,4322
Mumbai,Bangalore,529.52,18,6,1.06,3109
Goa,Pune,2960.88,8,0,0.7,14712
Hyderabad,Goa,1947.69,52,2,1.42,11120
Hyderabad,Goa,1845.35,0,1,1.05,13033
Hyderabad,Chennai,214.22,37,2,1.16,2154
Mumbai,Delhi,2281.01,5,6,1.05,20063
Bangalore,Hyderabad,2853.23,32,3,0.9,10878
Bangalore,Delhi,1203.01,100,2,1.0,4221
Chennai,Mumbai,1432.47,30,0,1.05,7703
Mumbai,Pune,704.0,18,1,1.11,4310
Hyderabad,Delhi,461.57,112,2,1.17,2000
Chennai,Mumbai,2060.04,22,5,1.66,16208
Goa,Kolkata,553.68,71,2,0.9,2000
Mumbai,Hyderabad,865.04,102,2,0.95,3617
Pune,Delhi,2762.62,13,6,1.12,19678
Chennai,Hyderabad,2471.78,84,1,0.96,10651
Hyderabad,Delhi,1673.55,3,6,1.1,15829
Bangalore,Pune,2099.78,43,6,1.3,17122
Bangalore,Hyderabad,1194.1,94,4,0.78,5248
Hyderabad,Goa,1507.71,16,4,1.06,7191
Delhi,Chennai,2734.74,26,1,1.23,15534
Goa,Hyderabad,2234.82,53,2,1.09,9221
Pune,Chennai,489.28,48,0,1.15,2000
Kolkata,Hyderabad,2270.46,64,6,0.98,10860
Bangalore,Goa,914.86,15,2,1.43,6928
Mumbai,Kolkata,2811.77,15,2,0.89,12927
Chennai,Bangalore,2610.64,21,0,1.15,15964
Bangalore,Goa,627.12,17,2,0.89,4337
Pune,Hyderabad,1590.63,20,2,0.89,6596
Kolkata,Goa,528.92,7,3,1.1,3490
Chennai,Kolkata,1869.18,28,0,0.69,7319
Hyderabad,Bangalore,1879.57,10,6,0.89,12709
Goa,Chennai,2709.89,76,6,1.17,14490
Bangalore,Delhi,2097.68,12,3,0.87,7896
Bangalore,Chennai,1219.24,7,0,1.31,10045
Goa,Chennai,937.82,39,0,0.93,5268
Bangalore,Pune,2960.04,20,5,0.81,13050
Delhi,Chennai,2487.7,88,5,0.89,7891
Pune,Hyderabad,2493.55,1,2,1.18,17652
Chennai,Pune,1011.41,13,2,1.14,4987
Goa,Pune,724.54,3,4,1.28,5860
Chennai,Bangalore,2424.13,78,3,0.88,5458
Goa,Chennai,1625.13,24,6,0.74,5667
Kolkata,Pune,2282.69,2,4,0.72,11883
Kolkata,Delhi,422.48,2,2,0.89,2000
Bangalore,Mumbai,1952.09,25,4,1.02,9949
Goa,Mumbai,2379.62,28,1,1.2,11769
Goa,Mumbai,1665.83,93,4,1.25,7833
Mumbai,Delhi,293.55,13,6,0.74,2000
Delhi,Mumbai,1234.39,6,0,1.09,12049
Mumbai,Hyderabad,2182.85,34,5,1.01,10619
Goa,Delhi,1599.37,1,0,0.79,8850
Pune,Kolkata,674.77,31,0,0.74,2303
Kolkata,Bangalore,2867.26,17,0,1.0,18323
Pune,Chennai,1331.71,41,2,1.26,5565
Mumbai,Hyderabad,851.24,21,0,1.05,5618
Goa,Chennai,1017.89,9,5,1.07,5098
Mumbai,Chennai,1496.68,24,6,0.95,7445
Pune,Kolkata,2497.21,15,3,0.76,8416
Delhi,Goa,2140.56,19,6,1.1,15262
Bangalore,Chennai,1286.88,17,0,0.83,9507
Goa,Pune,1907.61,121,4,0.87,5744
Delhi,Pune,1115.7,49,3,0.96,4855
Kolkata,Mumbai,2836.34,29,6,1.09,15767
Goa,Bangalore,2343.88,26,3,0.5,6378
Delhi,Mumbai,2051.61,23,6,1.22,15417
Bangalore,Delhi,2061.97,31,5,1.13,11229
Pune,Delhi,720.07,1,3,1.06,5750
Kolkata,Mumbai,2947.5,33,0,1.06,18564
Kolkata,Goa,2673.1,22,2,0.85,9222
Kolkata,Pune,1123.17,26,5,1.13,3716
Pune,Hyderabad,1318.3,51,6,1.37,9935
Pune,Kolkata,1279.04,33,0,1.14,7609
Bangalore,Kolkata,1984.16,19,3,0.99,10313
Kolkata,Delhi,2910.72,74,1,0.81,9216
Delhi,Chennai,2893.96,13,2,1.04,14032
Mumbai,Chennai,622.59,118,4,0.86,2365
Delhi,Pune,1232.24,1,2,1.23,9858
Hyderabad,Goa,2843.36,0,2,0.76,13889
Chennai,Delhi,1086.48,57,2,1.08,4884
Kolkata,Delhi,2754.84,53,5,0.63,7038
Pune,Chennai,1350.12,159,1,1.18,4910
Mumbai,Pune,981.62,6,4,1.17,8327
Delhi,Goa,2505.73,1,2,1.16,18763
Kolkata,Bangalore,1485.56,54,6,1.08,8300
Goa,Bangalore,1930.78,0,6,1.03,16925
Bangalore,Chennai,1925.98,16,0,1.04,12860
Chennai,Mumbai,1073.91,60,5,0.68,3449
Hyderabad,Mumbai,818.31,16,0,0.9,4646
Bangalore,Mumbai,1324.07,26,2,0.75,6007
Pune,Mumbai,991.05,17,6,1.09,7967
Delhi,Hyderabad,553.53,9,6,1.18,4946
Goa,Bangalore,1314.8,1,1,1.03,9547
Goa,Bangalore,1151.31,0,6,1.13,11848
Hyderabad,Bangalore,619.42,18,1,1.24,3224
Goa,Hyderabad,2696.61,41,1,0.83,10316
Mumbai,Delhi,2689.93,13,5,1.25,16313
Goa,Kolkata,1564.8,16,0,0.79,10619
Delhi,Bangalore,433.04,22,6,0.7,3058
Chennai,Pune,704.64,8,6,1.07,3836
Chennai,Pune,2149.53,7,5,1.11,12286
Kolkata,Goa,1831.73,11,0,1.14,13340
Pune,Goa,356.98,17,2,1.15,3833
Chennai,Mumbai,614.14,5,5,0.97,5678
Hyderabad,Goa,2800.79,12,0,0.9,16767
Mumbai,Chennai,392.71,44,0,0.92,2797
Mumbai,Pune,1084.98,1,1,1.07,8764
Hyderabad,Goa,893.88,118,1,1.0,3305
Pune,Hyderabad,2362.29,36,1,0.61,6920
Mumbai,Hyderabad,2494.97,68,0,0.5,7677
Chennai,Kolkata,2801.41,1,5,1.21,24280
Mumbai,Pune,2906.64,9,0,1.1,21992
Bangalore,Hyderabad,2715.86,53,1,1.29,14056
Pune,Mumbai,1457.43,55,4,0.83,6316
Pune,Chennai,1894.36,14,2,0.82,6838
Chennai,Goa,2367.85,8,6,0.83,10580
Hyderabad,Goa,1216.63,52,0,1.04,5767
Chennai,Delhi,2208.93,2,4,1.1,18440
Kolkata,Goa,1598.79,21,5,1.13,6667
Mumbai,Kolkata,1181.08,37,5,0.82,7368
Hyderabad,Pune,617.88,40,4,1.11,4920
Pune,Mumbai,2059.05,57,3,1.02,8419
Kolkata,Chennai,703.79,0,4,1.13,4770
Bangalore,Goa,2837.02,6,0,0.68,15377
Goa,Mumbai,2328.24,114,6,0.87,8962
Delhi,Mumbai,1771.12,21,6,1.1,11021
Chennai,Kolkata,2547.62,26,0,0.67,8572
Mumbai,Pune,1756.09,31,0,1.13,11362
Bangalore,Kolkata,2132.83,32,4,1.45,14264
Pune,Chennai,2505.19,57,6,1.15,16453
Pune,Delhi,2153.45,21,0,1.14,14364
Goa,Bangalore,1415.24,99,3,1.05,5951
Hyderabad,Chennai,2147.02,24,0,1.37,16435
Bangalore,Mumbai,1191.48,50,6,1.1,7836
Goa,Delhi,2595.35,39,4,1.27,14236
Kolkata,Goa,1685.81,33,1,0.96,7536
Hyderabad,Mumbai,1388.36,41,6,0.96,6475
Pune,Delhi,1216.7,3,1,0.97,6814
Pune,Bangalore,1626.86,86,2,0.73,4096
Hyderabad,Pune,2957.73,79,5,0.92,9598
Kolkata,Delhi,1703.73,13,4,0.8,6826
Delhi,Bangalore,1181.87,44,6,1.12,7769
Goa,Bangalore,1392.2,25,1,0.83,5987
Delhi,Hyderabad,1376.64,26,1,1.04,7159
Mumbai,Bangalore,1955.92,8,4,0.86,9178
Hyderabad,Goa,1301.28,4,6,0.97,8907
Hyderabad,Delhi,859.18,55,1,0.89,3725
Bangalore,Hyderabad,2091.5,44,3,0.99,9570
Delhi,Bangalore,1763.89,15,6,0.93,10504
Hyderabad,Mumbai,1465.76,25,1,1.03,6277
Chennai,Mumbai,1433.39,18,3,0.76,7289
Chennai,Hyderabad,2022.86,34,6,1.11,11827
Mumbai,Chennai,1111.84,19,5,0.77,4659
Delhi,Kolkata,1041.84,2,1,0.93,5937
Hyderabad,Delhi,1179.28,20,5,1.27,8795
Pune,Bangalore,288.64,26,3,1.15,2507
Mumbai,Goa,2404.21,14,5,1.13,13804
Hyderabad,Chennai,722.07,28,1,1.03,3784
Goa,Pune,2414.78,112,6,0.83,9469
Mumbai,Kolkata,1803.36,9,6,1.25,14546
Kolkata,Bangalore,2445.22,1,5,1.15,19328
Pune,Goa,2296.29,19,4,1.06,13900
Bangalore,Mumbai,2778.3,0,6,0.92,21508
Goa,Kolkata,2702.22,29,0,1.03,16223
Chennai,Bangalore,1455.23,91,1,0.65,3298
Delhi,Mumbai,449.63,37,0,1.1,2116
Hyderabad,Chennai,348.99,2,6,0.67,2981
Bangalore,Kolkata,724.65,53,2,1.14,2902
Bangalore,Mumbai,2753.69,97,6,1.04,15252
Goa,Kolkata,2185.75,5,5,1.0,15572
Pune,Goa,2608.27,41,1,0.93,10292
Goa,Chennai,2756.6,75,6,0.87,10825
Kolkata,Chennai,2118.51,38,0,0.69,9110
Chennai,Hyderabad,1671.37,126,0,0.5,5170
Hyderabad,Mumbai,1295.31,12,0,0.98,10261
Delhi,Goa,696.5,73,1,0.98,3070
Hyderabad,Chennai,388.65,21,4,0.92,2261
Delhi,Hyderabad,2249.41,71,2,1.1,9004
Chennai,Kolkata,1297.78,39,0,1.12,8881
Delhi,Chennai,2733.41,35,2,0.8,8512
Delhi,Goa,1244.99,19,1,0.71,4146
Bangalore,Goa,2448.38,26,1,1.23,14231
Delhi,Goa,2119.61,31,1,0.6,4782
Kolkata,Hyderabad,516.13,3,0,1.0,3656
Hyderabad,Goa,2169.16,69,4,1.04,9101
Bangalore,Kolkata,1100.05,0,0,1.18,9321
Mumbai,Delhi,1460.63,66,1,1.41,8565
Kolkata,Goa,1060.23,28,4,0.76,3523
Goa,Bangalore,1947.88,23,5,0.78,6543
Delhi,Bangalore,2053.81,18,5,0.87,10858
Delhi,Kolkata,1074.08,9,5,0.5,2000
Hyderabad,Delhi,2428.51,38,4,0.76,6562
Delhi,Bangalore,372.58,11,1,1.04,3017
Bangalore,Delhi,1011.5,23,5,1.32,5735
Bangalore,Goa,2654.87,76,3,1.09,10850
Delhi,Goa,879.55,45,0,1.17,5761
Kolkata,Delhi,876.88,16,6,1.21,7429
